,Y,Pais,edad,genero,Antiguedad,nombre_estado,Tiene_creditos,Creditos,saldo_actual,saldo_vencido,mop_historico,numero_pagos_vencidos,Promedio de limite_credito,Promedio de credito_maximo,Promedio de cantidad_cuotas,Promedio de valor_cuota,ahorro_impacto,bienestar_financiero_impacto,coaching_impacto,gestion_de_gastos_impacto,score,perfil_usuario,sistema_operativo,Desinstalaciones,Tiene_ahorro,monto_ahorro,monto_bloqueado,monto_total,Tiene_seguros,Seguros,Activo_saldo_actual,Activo_saldo_vencido,%_Activo,Activos_pagos_vencidos,Activos_garantia,Autos_saldo_actual,Autos_saldo_vencido,%_Autos,Autos_pagos_vencidos,Autos_garantia,Comunicaciones_saldo_actual,Comunicaciones_saldo_vencido,%_comunicaciones,Comunicaciones_pagos_vencidos,Comunicaciones_garantia,Consumo_saldo_actual,Consumo_saldo_vencido,%_consumo,consumo_pagos_vencidos,consumo_garantia,Educacion_saldo_actual,Educacion_saldo_vencido,%_educuacion,Educacion_pagos_vencidos,Educacion_garantia,Libranza_saldo_actual,Libranza_saldo_vencido,%_libranza,Libranza_pagos_vencidos,Libranza_garantia,Microcredito_saldo_actual,Microcredito_saldo_vencido,%_microcredito,microcredito_pagos_vencidos,microcredito_garantia,Otros_saldo_actual,Otros_saldo_vencido,%_otro,Otros_pagos_vencidos,Otros_garantia,Tarjeta_credito_saldo_actual,Tarjeta_credito_saldo_vencido,%_tarjeta,Tarjeta_pagos_vencidos,Tarjeta_garantia,Vivienda_saldo_actual,Vivienda_saldo_vencido,%_vivienda,Vivienda_pagos_vencidos,Vivienda_garantia,Garantia
333,0,CO,,FEMENINO,Menos de 6 meses,,1,4,959000.0,959000.0,N,,0.0,217250.0,24.67,217250.0,0.0,0.0,0.0,0.0,382.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,90000.0,90000.0,0.0938477580813347,,1.0,869000.0,869000.0,0.906152241918665,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
341,0,CO,22.0,FEMENINO,Menos de 6 meses,,1,13,1255000.0,656000.0,N,,0.0,94462.0,3.4,41846.0,0.0,0.0,0.0,0.0,337.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,678000.0,612000.0,0.540239043824701,,1.0,577000.0,44000.0,0.459760956175298,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
359,1,CO,40.0,FEMENINO,Menos de 6 meses,,1,3,4484000.0,17720000.0,N,,0.0,2117667.0,1.0,1494667.0,0.0,0.0,0.0,0.0,398.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,4484000.0,17720000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
362,0,CO,39.0,MASCULINO,de 6 meses a 1 año,,1,10,2129999.0,1115999.0,N,2.0,,211400.0,1.2,92000.0,0.0,0.0,0.0,0.0,258.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,29999.0,29999.0,0.0140840441709127,0.0,1.0,2100000.0,1086000.0,0.985915955829087,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
363,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,1,115000.0,115000.0,6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,115000.0,115000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
365,0,CO,26.0,FEMENINO,Menos de 6 meses,,1,16,6940000.0,8081000.0,N,,0.0,2487000.0,17.19,391188.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,1760000.0,1760000.0,0.253602305475504,,1.0,,,,,,,,,,,5180000.0,6321000.0,0.746397694524495,,1.0,,,,,,,,,,,,,,,,2.0
366,0,CO,29.0,FEMENINO,Menos de 6 meses,,1,5,613000.0,613000.0,N,,0.0,110800.0,3.0,97400.0,0.0,0.0,0.0,0.0,281.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,150000.0,150000.0,0.244698205546492,,1.0,463000.0,463000.0,0.755301794453507,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
373,0,CO,,DESCONOCIDO,Menos de 6 meses,,1,2,1046000.0,1046000.0,N,,0.0,1300000.0,9.5,523000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,,,,,,,,,1046000.0,1046000.0,1.0,,1.0,,,,,,,,,,,,,,,,2.0
378,0,CO,20.0,MASCULINO,Menos de 6 meses,,1,6,323000.0,278000.0,N,,0.0,84833.0,3.2,23000.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,45000.0,0.0,0.139318885448916,,1.0,278000.0,278000.0,0.860681114551083,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
379,0,CO,33.0,FEMENINO,Menos de 6 meses,,1,8,1426000.0,1426000.0,N,,0.0,17625.0,0.0,178250.0,0.0,0.0,0.0,0.0,467.0,Sin registro,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,1426000.0,1426000.0,1.0,,,,,,,,2.0
381,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,4,639000.0,639000.0,N,1.0,,78749.0,-0.5,78750.0,0.0,0.0,0.0,0.0,200.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,324000.0,324000.0,0.507042253521126,0.0,1.0,315000.0,315000.0,0.492957746478873,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
383,0,CO,39.0,MASCULINO,Menos de 6 meses,,1,12,12271000.0,16771000.0,N,,0.0,2846583.0,20.33,72000.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,296000.0,221000.0,0.0241219134544861,,1.0,11975000.0,16550000.0,0.975878086545513,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
392,0,CO,30.0,MASCULINO,de 6 meses a 1 año,CESAR,1,3,179000.0,179000.0,N,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,252.0,Bajo,ANDROID,3.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,179000.0,179000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
394,0,CO,37.0,MASCULINO,Menos de 6 meses,,1,3,21832000.0,60000.0,N,14.0,,7333333.0,23.33,181333.0,0.0,0.0,0.0,0.0,439.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,60000.0,60000.0,0.00274825943569072,14.0,1.0,21772000.0,0.0,0.997251740564309,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
398,0,CO,32.0,MASCULINO,Menos de 6 meses,,1,4,253000.0,253000.0,N,,0.0,27250.0,,27250.0,0.0,0.0,0.0,0.0,301.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,253000.0,253000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
413,0,CO,30.0,MASCULINO,Menos de 6 meses,,1,5,628000.0,628000.0,N,,0.0,83000.0,1.0,83000.0,0.0,0.0,0.0,0.0,167.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,303000.0,303000.0,0.482484076433121,,1.0,325000.0,325000.0,0.517515923566879,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
437,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,8,1228000.0,1228000.0,N,3.0,,584750.0,2.63,98875.0,0.0,0.0,0.0,0.0,150.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,549000.0,549000.0,0.447068403908794,1.0,1.0,679000.0,679000.0,0.552931596091205,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
461,0,CO,26.0,MASCULINO,Menos de 6 meses,,1,4,208000.0,270000.0,N,1.0,,547333.0,1.33,69333.0,0.0,0.0,0.0,0.0,384.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,208000.0,270000.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
481,0,CO,21.0,MASCULINO,Menos de 6 meses,,1,2,790999.0,650999.0,N,15.0,,-1.0,14.5,21500.0,0.0,0.0,0.0,0.0,407.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790999.0,650999.0,1.0,15.0,1.0,,,,,,,,,,,1.0
491,0,CO,40.0,FEMENINO,de 6 meses a 1 año,,1,47,2519000.0,419000.0,N,10.0,,817613.0,5.13,24000.0,0.0,0.0,0.0,0.0,491.0,Sin registro,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,2519000.0,419000.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
492,0,CO,51.0,FEMENINO,Menos de 6 meses,,1,4,56000.0,56000.0,N,,0.0,61000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,2.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,56000.0,56000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
500,0,CO,27.0,FEMENINO,Menos de 6 meses,,1,20,1131000.0,1131000.0,N,14.0,,112450.0,3.15,17050.0,0.0,0.0,0.0,0.0,390.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,877000.0,877000.0,0.775419982316534,11.0,1.0,,,,,,,,,,,254000.0,254000.0,0.224580017683465,3.0,1.0,,,,,,,,,,,,,,,,2.0
501,1,CO,30.0,MASCULINO,Menos de 6 meses,,1,11,380000.0,380000.0,N,,0.0,126364.0,2.0,17364.0,0.0,0.0,0.0,0.0,418.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,268000.0,268000.0,0.705263157894736,,1.0,112000.0,112000.0,0.294736842105263,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
509,0,CO,29.0,MASCULINO,Menos de 6 meses,,1,9,1846000.0,142000.0,N,,1032333.0,15667.0,1.0,180444.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,142000.0,142000.0,0.0769230769230769,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,1704000.0,0.0,0.923076923076923,,,,,,,,2.0
510,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,1,274000.0,274000.0,,,0.0,0.0,15.0,84000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,2.0,0,0.0,0.0,0.0,0,0,274000.0,274000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
529,0,CO,33.0,MASCULINO,Menos de 6 meses,,1,3,107000.0,0.0,N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,743.0,Medio,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,107000.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
532,1,CO,33.0,FEMENINO,Menos de 6 meses,,1,6,12449000.0,0.0,N,,1563333.0,1216667.0,0.0,109333.0,0.0,0.0,0.0,0.0,743.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,7300000.0,0.0,0.586392481323801,,1.0,,,,,,,,,,,,,,,,,,,,,5149000.0,0.0,0.413607518676198,,,,,,,,2.0
539,0,CO,31.0,MASCULINO,Menos de 6 meses,,1,2,862000.0,862000.0,6,8.0,,600000.0,5.5,72000.0,0.0,0.0,0.0,0.0,219.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,70000.0,70000.0,0.0812064965197215,0.0,1.0,792000.0,792000.0,0.918793503480278,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
547,0,CO,20.0,FEMENINO,Menos de 6 meses,,1,5,1152000.0,1152000.0,N,,0.0,195000.0,3.5,211800.0,0.0,0.0,0.0,0.0,266.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,177000.0,177000.0,0.153645833333333,,1.0,975000.0,975000.0,0.846354166666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
549,0,CO,22.0,MASCULINO,de 6 meses a 1 año,ATLÁNTICO,1,4,629000.0,148000.0,N,0.0,220000.0,-1.0,-1.0,27500.0,0.0,0.0,0.0,0.0,411.0,Bajo,ANDROID,2.0,1,30000.0,,,0,0,,,,,,,,,,,148000.0,148000.0,0.235294117647058,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,481000.0,0.0,0.764705882352941,0.0,1.0,,,,,,2.0
564,0,CO,31.0,FEMENINO,de 6 meses a 1 año,,1,2,169000.0,169000.0,N,23.0,,-1.0,-1.0,30500.0,0.0,0.0,0.0,0.0,392.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,169000.0,169000.0,1.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
569,0,CO,36.0,MASCULINO,Menos de 6 meses,,1,7,114000.0,114000.0,N,,0.0,54286.0,1.0,3571.0,0.0,0.0,0.0,0.0,482.0,Sin registro,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,114000.0,114000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
585,0,CO,34.0,MASCULINO,de 6 meses a 1 año,,1,3,375000.0,32000.0,N,45.0,,400500.0,2.5,43500.0,0.0,0.0,0.0,0.0,316.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,32000.0,32000.0,0.0853333333333333,45.0,1.0,343000.0,0.0,0.914666666666666,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
586,0,CO,26.0,MASCULINO,de 6 meses a 1 año,,1,8,2065000.0,2065000.0,N,10.0,,571500.0,3.5,50833.0,0.0,0.0,0.0,0.0,383.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,2065000.0,2065000.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
588,0,CO,30.0,FEMENINO,Menos de 6 meses,,1,4,1249000.0,1249000.0,N,,0.0,58500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,1249000.0,1249000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
592,0,CO,37.0,MASCULINO,de 6 meses a 1 año,,1,3,0.0,0.0,N,0.0,,1552500.0,12.5,0.0,0.0,0.0,0.0,0.0,795.0,Alto,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,2.0
599,0,CO,28.0,FEMENINO,Menos de 6 meses,,1,8,2427000.0,1423000.0,N,,100625.0,704875.0,9.17,130625.0,0.0,0.0,0.0,0.0,373.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,2283000.0,1423000.0,0.940667490729295,,1.0,,,,,,,,,,,,,,,,,,,,,144000.0,0.0,0.0593325092707045,,,,,,,,2.0
603,0,CO,38.0,FEMENINO,Menos de 6 meses,,1,11,124000.0,124000.0,N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,325.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,124000.0,124000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,2.0
606,0,CO,24.0,FEMENINO,Menos de 6 meses,,1,2,210000.0,344000.0,6,2.0,,-1.0,1.0,105000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210000.0,344000.0,1.0,2.0,1.0,,,,,,,,,,,1.0
607,0,CO,19.0,FEMENINO,Menos de 6 meses,,1,2,311000.0,0.0,N,,0.0,85000.0,1.0,88500.0,0.0,0.0,0.0,0.0,7.0,Joven,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,141000.0,0.0,0.453376205787781,,1.0,,,,,,,,,,,,,,,,170000.0,0.0,0.546623794212218,,1.0,,,,,,,,,,,,,,,,2.0
612,0,CO,48.0,MASCULINO,Menos de 6 meses,,1,5,10988000.0,466000.0,N,,300000.0,5513600.0,39.5,634600.0,0.0,0.0,0.0,0.0,419.0,Bajo,,,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,1.0,,,,,,,,,,,8540000.0,160000.0,0.777211503458318,,1.0,,,,,,,,,,,,,,,,,,,,,2448000.0,306000.0,0.222788496541681,,,,,,,,2.0
623,0,CO,30.0,MASCULINO,Menos de 6 meses,,1,2,7782000.0,7056000.0,N,,0.0,5777500.0,22.0,188000.0,0.0,0.0,0.0,0.0,307.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,7782000.0,7056000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
624,0,CO,30.0,MASCULINO,de 6 meses a 1 año,,1,1,395000.0,395000.0,,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,395000.0,395000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
627,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,2,2193000.0,2193000.0,N,,0.0,1108000.0,23.0,48000.0,0.0,0.0,0.0,0.0,413.0,Bajo,,,1,200000.0,,,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,2193000.0,2193000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
635,0,CO,26.0,FEMENINO,Menos de 6 meses,,1,3,7296000.0,1050000.0,N,,0.0,2402667.0,28.67,187667.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,0.0,0,0,1050000.0,1050000.0,0.14391447368421,,1.0,,,,,,,,,,,6246000.0,0.0,0.856085526315789,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
638,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,10,10996000.0,9092000.0,N,32.0,,1539500.0,7.75,71750.0,0.0,0.0,0.0,0.0,356.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,1311000.0,1276000.0,0.119225172790105,1.0,1.0,9685000.0,7816000.0,0.880774827209894,31.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
639,0,CO,24.0,MASCULINO,Menos de 6 meses,,1,1,128000.0,128000.0,6,0.0,,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,128000.0,128000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
655,0,CO,29.0,MASCULINO,Menos de 6 meses,,1,10,275000.0,275000.0,N,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,1.0,,,,,,275000.0,275000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
659,0,CO,53.0,MASCULINO,Menos de 6 meses,,1,18,15843000.0,2971000.0,N,,166667.0,714556.0,20.67,194333.0,0.0,0.0,0.0,0.0,405.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,64000.0,0.0,0.00403963895726819,,1.0,12786000.0,2971000.0,0.807044120431736,,1.0,,,,,,,,,,,,,,,,,,,,,2993000.0,0.0,0.188916240610995,,,,,,,,2.0
665,0,CO,25.0,MASCULINO,Menos de 6 meses,,1,4,37000.0,37000.0,N,,0.0,100000.0,10.0,11000.0,0.0,0.0,0.0,0.0,466.0,Sin registro,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,37000.0,37000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
674,0,CO,25.0,MASCULINO,de 6 meses a 1 año,VALLE DEL CAUCA,1,2,174000.0,174000.0,N,0.0,,-1.0,-1.0,13500.0,1.0,0.0,0.0,0.0,421.0,Bajo,ANDROID,2.0,1,50000.0,40708.11,42146.14,0,0,,,,,,,,,,,174000.0,174000.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
678,0,CO,46.0,MASCULINO,Menos de 6 meses,,1,1,549000.0,675000.0,6,,0.0,0.0,6.0,723000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,549000.0,675000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
681,0,CO,26.0,FEMENINO,Menos de 6 meses,,1,1,0.0,0.0,6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,527.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
685,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,4,171000.0,171000.0,N,0.0,,110249.0,26.5,0.0,0.0,0.0,0.0,0.0,316.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,171000.0,171000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
696,0,CO,30.0,FEMENINO,Menos de 6 meses,,1,6,2115000.0,0.0,N,,208333.0,207833.0,2.75,181167.0,0.0,0.0,0.0,0.0,580.0,Medio,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,0.0,0.0,0.0,,1.0,873000.0,0.0,0.412765957446808,,1.0,,,,,,,,,,,,,,,,,,,,,1242000.0,0.0,0.587234042553191,,,,,,,,2.0
702,0,CO,24.0,FEMENINO,Menos de 6 meses,,1,4,517000.0,460000.0,6,,0.0,25000.0,,25000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,517000.0,460000.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
708,0,CO,40.0,MASCULINO,Menos de 6 meses,,1,6,1671000.0,1405000.0,N,,0.0,194833.0,4.5,77333.0,0.0,0.0,0.0,0.0,150.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,856000.0,1145000.0,0.512268102932375,,1.0,815000.0,260000.0,0.487731897067624,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
709,0,CO,22.0,MASCULINO,de 6 meses a 1 año,,1,1,400000.0,0.0,N,0.0,,-1.0,12.0,61000.0,0.0,0.0,0.0,0.0,7.0,Joven,ANDROID,1.0,1,40000.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,0.0,1.0,0.0,1.0,,,,,,,,,,,1.0
725,0,CO,34.0,FEMENINO,Menos de 6 meses,,1,1,329000.0,825000.0,,,0.0,0.0,1.0,329000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000.0,825000.0,1.0,,1.0,,,,,,,,,,,1.0
726,0,CO,,DESCONOCIDO,de 6 meses a 1 año,,1,4,4190000.0,0.0,N,0.0,,1350000.0,17.5,31500.0,0.0,0.0,0.0,0.0,702.0,Medio,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,4190000.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,2.0
728,0,CO,25.0,FEMENINO,Menos de 6 meses,,1,11,2140000.0,438000.0,N,1.0,,199999.0,4.8,56500.0,0.0,0.0,0.0,0.0,394.0,Bajo,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,1702000.0,0.0,0.795327102803738,0.0,1.0,,,,,,,,,,,,,,,,438000.0,438000.0,0.204672897196261,1.0,1.0,,,,,,,,,,,2.0
732,0,CO,22.0,MASCULINO,Menos de 6 meses,,1,6,313000.0,60000.0,N,,0.0,119167.0,4.5,17833.0,0.0,0.0,0.0,0.0,417.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,60000.0,60000.0,0.191693290734824,,1.0,253000.0,0.0,0.808306709265175,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
739,0,CO,34.0,MASCULINO,Menos de 6 meses,,1,5,1739000.0,1446000.0,N,2.0,,898200.0,1.6,304400.0,0.0,0.0,0.0,0.0,371.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,,,,,,1739000.0,1446000.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1.0,1.0,,,,,,,,,,,2.0
744,0,CO,27.0,MASCULINO,Menos de 6 meses,,1,11,9750000.0,5091000.0,N,,0.0,1176545.0,9.8,552909.0,0.0,0.0,0.0,0.0,382.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,42000.0,0.0,0.0043076923076923,,1.0,9708000.0,5091000.0,0.995692307692307,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
745,0,CO,33.0,FEMENINO,Menos de 6 meses,,1,3,94000.0,94000.0,N,,0.0,41000.0,10.0,41000.0,0.0,0.0,0.0,0.0,371.0,Bajo,,,0,0.0,0.0,0.0,0,0,,,,,,,,,,,94000.0,94000.0,1.0,,1.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
749,0,CO,58.0,MASCULINO,Menos de 6 meses,,1,6,251999.0,251999.0,N,0.0,900000.0,26666.0,-1.0,20000.0,0.0,0.0,0.0,0.0,1.0,Usuario en quiebra,ANDROID,1.0,0,0.0,0.0,0.0,0,0,,,,,,,,,,,251999.0,251999.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,2.0
